3.477244587108094809e-01,3.477244587108094809e-01,3.045510825783810382e-01
3.734312712553221059e-01,3.734312712553221059e-01,2.531374574893557883e-01
4.893390535628532323e-01,4.893390535628532323e-01,2.132189287429353541e-02
4.841092482514008921e-02,4.841092482514008921e-02,9.031781503497198216e-01
8.015954874797576180e-02,8.015954874797576180e-02,8.396809025040484764e-01
4.790902659592135016e-01,4.790902659592135016e-01,4.181946808157299689e-02
4.666424153484346471e-01,4.666424153484346471e-01,6.671516930313070581e-02
1.170457446711359317e-02,1.170457446711359317e-02,9.765908510657728137e-01
2.678465137111689098e-01,2.678465137111689098e-01,4.643069725776621803e-01
2.131382724801908490e-01,2.131382724801908490e-01,5.737234550396183019e-01
4.336266613666109881e-01,4.336266613666109881e-01,1.327466772667780237e-01
1.599009144405389438e-01,1.599009144405389438e-01,6.801981711189221125e-01
2.806366349267841453e-02,2.806366349267841453e-02,9.438726730146431709e-01
1.080471292423061391e-01,1.080471292423061391e-01,7.839057415153877217e-01
4.971756372384660838e-01,4.971756372384660838e-01,5.648725523067832377e-03
3.477244587108094809e-01,3.045510825783810382e-01,3.477244587108094809e-01
3.734312712553221059e-01,2.531374574893557883e-01,3.734312712553221059e-01
4.893390535628532323e-01,2.132189287429353541e-02,4.893390535628532323e-01
4.841092482514008921e-02,9.031781503497198216e-01,4.841092482514008921e-02
8.015954874797576180e-02,8.396809025040484764e-01,8.015954874797576180e-02
4.790902659592135016e-01,4.181946808157299689e-02,4.790902659592135016e-01
4.666424153484346471e-01,6.671516930313070581e-02,4.666424153484346471e-01
1.170457446711359317e-02,9.765908510657728137e-01,1.170457446711359317e-02
2.678465137111689098e-01,4.643069725776621803e-01,2.678465137111689098e-01
2.131382724801908490e-01,5.737234550396183019e-01,2.131382724801908490e-01
4.336266613666109881e-01,1.327466772667780237e-01,4.336266613666109881e-01
1.599009144405389438e-01,6.801981711189221125e-01,1.599009144405389438e-01
2.806366349267841453e-02,9.438726730146431709e-01,2.806366349267841453e-02
1.080471292423061391e-01,7.839057415153877217e-01,1.080471292423061391e-01
4.971756372384660838e-01,5.648725523067832377e-03,4.971756372384660838e-01
3.045510825783810382e-01,3.477244587108094809e-01,3.477244587108094809e-01
2.531374574893557883e-01,3.734312712553221059e-01,3.734312712553221059e-01
